ROWNUM,X,Y,FEEDER
23.8594120.7851,23.8594,120.7851,23.8594120.7851
23.7851120.4641,23.7851,120.4641,23.7851120.4641
23.8203120.5934,23.8203,120.5934,23.8203120.5934
23.8463120.768,23.8463,120.768,23.8463120.768
23.8341120.6034,23.8341,120.6034,23.8341120.6034
23.8163120.6866,23.8163,120.6866,23.8163120.6866
23.8548120.7794,23.8548,120.7794,23.8548120.7794
23.8322120.6115,23.8322,120.6115,23.8322120.6115
23.8371120.6248,23.8371,120.6248,23.8371120.6248
23.8091120.5993,23.8091,120.5993,23.8091120.5993
23.7756120.3431,23.7756,120.3431,23.7756120.3431
23.7914120.4738,23.7914,120.4738,23.7914120.4738
23.8102120.1924,23.8102,120.1924,23.8102120.1924
23.801120.5125,23.801,120.5125,23.801120.5125
23.8513120.5862,23.8513,120.5862,23.8513120.5862
23.8106120.5301,23.8106,120.5301,23.8106120.5301
23.8366120.6006,23.8366,120.6006,23.8366120.6006
23.7843120.3276,23.7843,120.3276,23.7843120.3276
23.8462120.7192,23.8462,120.7192,23.8462120.7192
23.822120.6227,23.822,120.6227,23.822120.6227
23.8209120.6094,23.8209,120.6094,23.8209120.6094
23.8411120.7353,23.8411,120.7353,23.8411120.7353
23.8243120.5368,23.8243,120.5368,23.8243120.5368
23.8571120.7686,23.8571,120.7686,23.8571120.7686
23.8276120.5956,23.8276,120.5956,23.8276120.5956
23.7918120.6002,23.7918,120.6002,23.7918120.6002
23.8258120.6118,23.8258,120.6118,23.8258120.6118
23.784120.4589,23.784,120.4589,23.784120.4589
23.8257120.6172,23.8257,120.6172,23.8257120.6172
23.7671120.4535,23.7671,120.4535,23.7671120.4535
23.8156120.6069,23.8156,120.6069,23.8156120.6069
23.8401120.7542,23.8401,120.7542,23.8401120.7542
23.8413120.7623,23.8413,120.7623,23.8413120.7623
23.8304120.7591,23.8304,120.7591,23.8304120.7591
23.8234120.628,23.8234,120.628,23.8234120.628
23.8344120.7243,23.8344,120.7243,23.8344120.7243
23.86120.7195,23.86,120.7195,23.86120.7195
23.8225120.6707,23.8225,120.6707,23.8225120.6707
23.7834120.4059,23.7834,120.4059,23.7834120.4059
23.8072120.5064,23.8072,120.5064,23.8072120.5064
23.8085120.5808,23.8085,120.5808,23.8085120.5808
23.8098120.4874,23.8098,120.4874,23.8098120.4874
23.8415120.7353,23.8415,120.7353,23.8415120.7353
23.8709120.761,23.8709,120.761,23.8709120.761
23.8464120.7653,23.8464,120.7653,23.8464120.7653
23.815120.6468,23.815,120.6468,23.815120.6468
23.7563120.5852,23.7563,120.5852,23.7563120.5852
23.7606120.5849,23.7606,120.5849,23.7606120.5849
23.7906120.6123,23.7906,120.6123,23.7906120.6123
23.8092120.4928,23.8092,120.4928,23.8092120.4928
23.8015120.5918,23.8015,120.5918,23.8015120.5918
23.8328120.7135,23.8328,120.7135,23.8328120.7135
23.8199120.6387,23.8199,120.6387,23.8199120.6387
23.8134120.6442,23.8134,120.6442,23.8134120.6442
23.8005120.5628,23.8005,120.5628,23.8005120.5628
23.8179120.6574,23.8179,120.6574,23.8179120.6574
23.7594120.625,23.7594,120.625,23.7594120.625
23.818120.4729,23.818,120.4729,23.818120.4729
23.7438120.2158,23.7438,120.2158,23.7438120.2158
23.7235119.928,23.7235,119.928,23.7235119.928
23.8141120.607,23.8141,120.607,23.8141120.607
23.8423120.7353,23.8423,120.7353,23.8423120.7353
23.8072120.5927,23.8072,120.5927,23.8072120.5927
23.8495120.741,23.8495,120.741,23.8495120.741
23.7526120.0014,23.7526,120.0014,23.7526120.0014
23.8296120.6143,23.8296,120.6143,23.8296120.6143
23.8342120.6168,23.8342,120.6168,23.8342120.6168
23.8357120.606,23.8357,120.606,23.8357120.606
23.7637120.2262,23.7637,120.2262,23.7637120.2262
23.778120.208,23.778,120.208,23.778120.208
23.776120.4257,23.776,120.4257,23.776120.4257
23.828120.5768,23.828,120.5768,23.828120.5768
23.8052120.6127,23.8052,120.6127,23.8052120.6127
23.8246120.6092,23.8246,120.6092,23.8246120.6092
23.7806120.6372,23.7806,120.6372,23.7806120.6372
23.7942120.4468,23.7942,120.4468,23.7942120.4468
23.83120.6706,23.83,120.6706,23.83120.6706
23.7428120.2243,23.7428,120.2243,23.7428120.2243
23.8313120.7296,23.8313,120.7296,23.8313120.7296
23.6126119.497,23.6126,119.497,23.6126119.497
23.6258119.4856,23.6258,119.4856,23.6258119.4856
23.6881119.8171,23.6881,119.8171,23.6881119.8171
23.8072120.5915,23.8072,120.5915,23.8072120.5915
23.8345120.6491,23.8345,120.6491,23.8345120.6491
23.8018120.4617,23.8018,120.4617,23.8018120.4617
23.8353120.6141,23.8353,120.6141,23.8353120.6141
23.769120.3284,23.769,120.3284,23.769120.3284
23.8219120.5933,23.8219,120.5933,23.8219120.5933
23.8227120.6093,23.8227,120.6093,23.8227120.6093
23.8436120.6083,23.8436,120.6083,23.8436120.6083
23.8487120.7328,23.8487,120.7328,23.8487120.7328
23.8195120.7692,23.8195,120.7692,23.8195120.7692
23.7903120.697,23.7903,120.697,23.7903120.697
23.8279120.759,23.8279,120.759,23.8279120.759
23.8518120.7547,23.8518,120.7547,23.8518120.7547
23.8171120.6175,23.8171,120.6175,23.8171120.6175
23.7858120.6058,23.7858,120.6058,23.7858120.6058
23.8422120.7461,23.8422,120.7461,23.8422120.7461
23.8322120.7323,23.8322,120.7323,23.8322120.7323
23.783120.3143,23.783,120.3143,23.783120.3143
23.8037120.3121,23.8037,120.3121,23.8037120.3121
23.8252120.5931,23.8252,120.5931,23.8252120.5931
23.7623120.2949,23.7623,120.2949,23.7623120.2949
23.7762120.275,23.7762,120.275,23.7762120.275
23.8534120.7602,23.8534,120.7602,23.8534120.7602
23.84120.7731,23.84,120.7731,23.84120.7731
23.8309120.7376,23.8309,120.7376,23.8309120.7376
23.8472120.6,23.8472,120.6,23.8472120.6
23.8401120.6705,23.8401,120.6705,23.8401120.6705
23.8322120.7861,23.8322,120.7861,23.8322120.7861
23.8192120.5854,23.8192,120.5854,23.8192120.5854
23.8205120.6432,23.8205,120.6432,23.8205120.6432
23.8418120.7523,23.8418,120.7523,23.8418120.7523
23.8405120.7623,23.8405,120.7623,23.8405120.7623
23.8505120.7737,23.8505,120.7737,23.8505120.7737
23.8399120.7433,23.8399,120.7433,23.8399120.7433
23.8199120.6227,23.8199,120.6227,23.8199120.6227
23.8381120.7595,23.8381,120.7595,23.8381120.7595
23.8357120.7486,23.8357,120.7486,23.8357120.7486
23.8242120.7668,23.8242,120.7668,23.8242120.7668
23.8307120.6411,23.8307,120.6411,23.8307120.6411
23.8301120.7376,23.8301,120.7376,23.8301120.7376
23.8391120.747,23.8391,120.747,23.8391120.747
23.8297120.7635,23.8297,120.7635,23.8297120.7635
23.8234120.6,23.8234,120.6,23.8234120.6
23.8335120.6315,23.8335,120.6315,23.8335120.6315
23.8605120.7879,23.8605,120.7879,23.8605120.7879
23.8298120.5845,23.8298,120.5845,23.8298120.5845
23.813120.5485,23.813,120.5485,23.813120.5485
23.844120.7543,23.844,120.7543,23.844120.7543
23.8556120.7603,23.8556,120.7603,23.8556120.7603
23.8461120.7761,23.8461,120.7761,23.8461120.7761
23.7784120.4755,23.7784,120.4755,23.7784120.4755
23.8131120.7476,23.8131,120.7476,23.8131120.7476
23.8236120.6973,23.8236,120.6973,23.8236120.6973
23.8405120.6463,23.8405,120.6463,23.8405120.6463
23.813120.5858,23.813,120.5858,23.813120.5858
23.8125120.623,23.8125,120.623,23.8125120.623
23.8412120.7677,23.8412,120.7677,23.8412120.7677
23.8158120.5694,23.8158,120.5694,23.8158120.5694
23.7848120.4056,23.7848,120.4056,23.7848120.4056
23.8504120.7492,23.8504,120.7492,23.8504120.7492
23.8246120.5931,23.8246,120.5931,23.8246120.5931
23.8358120.7809,23.8358,120.7809,23.8358120.7809
23.8627120.7524,23.8627,120.7524,23.8627120.7524
23.836120.7244,23.836,120.7244,23.836120.7244
23.8069120.6232,23.8069,120.6232,23.8069120.6232
23.8413120.7245,23.8413,120.7245,23.8413120.7245
23.8149120.6866,23.8149,120.6866,23.8149120.6866
23.7941120.5896,23.7941,120.5896,23.7941120.5896
23.8029120.6076,23.8029,120.6076,23.8029120.6076
23.8304120.6733,23.8304,120.6733,23.8304120.6733
23.8334120.7431,23.8334,120.7431,23.8334120.7431
23.7917120.6238,23.7917,120.6238,23.7917120.6238
23.8293120.6412,23.8293,120.6412,23.8293120.6412
23.802120.605,23.802,120.605,23.802120.605
23.8382120.6732,23.8382,120.6732,23.8382120.6732
23.8239120.6306,23.8239,120.6306,23.8239120.6306
23.6998120.2848,23.6998,120.2848,23.6998120.2848
23.8144120.6256,23.8144,120.6256,23.8144120.6256
23.6724119.8699,23.6724,119.8699,23.6724119.8699
23.6965119.85,23.6965,119.85,23.6965119.85
23.8192120.5721,23.8192,120.5721,23.8192120.5721
23.8553120.6023,23.8553,120.6023,23.8553120.6023
23.8032120.6102,23.8032,120.6102,23.8032120.6102
23.7918120.4551,23.7918,120.4551,23.7918120.4551
23.8209120.6494,23.8209,120.6494,23.8209120.6494
23.8165120.4623,23.8165,120.4623,23.8165120.4623
23.8162120.6282,23.8162,120.6282,23.8162120.6282
23.8427120.6516,23.8427,120.6516,23.8427120.6516
23.8276120.6091,23.8276,120.6091,23.8276120.6091
23.804120.626,23.804,120.626,23.804120.626
23.8175120.6973,23.8175,120.6973,23.8175120.6973
23.8204120.6574,23.8204,120.6574,23.8204120.6574
23.805120.6444,23.805,120.6444,23.805120.6444
23.8498120.7492,23.8498,120.7492,23.8498120.7492
23.8383120.7406,23.8383,120.7406,23.8383120.7406
23.7391120.0339,23.7391,120.0339,23.7391120.0339
23.8391120.7433,23.8391,120.7433,23.8391120.7433
23.7767120.6218,23.7767,120.6218,23.7767120.6218
23.8208120.5318,23.8208,120.5318,23.8208120.5318
23.8104120.6284,23.8104,120.6284,23.8104120.6284
23.8354120.7593,23.8354,120.7593,23.8354120.7593
23.7374120.5904,23.7374,120.5904,23.7374120.5904
23.7374120.5904,23.7374,120.5904,23.7374120.5904
23.8659120.7169,23.8659,120.7169,23.8659120.7169
23.7715120.2926,23.7715,120.2926,23.7715120.2926
23.8273120.7348,23.8273,120.7348,23.8273120.7348
23.8958121.0316,23.8958,121.0316,23.8958121.0316
23.8241120.7473,23.8241,120.7473,23.8241120.7473
23.7926120.6107,23.7926,120.6107,23.7926120.6107
23.7959120.5895,23.7959,120.5895,23.7959120.5895
23.8251120.6466,23.8251,120.6466,23.8251120.6466
23.8076120.5649,23.8076,120.5649,23.8076120.5649
23.8114120.53,23.8114,120.53,23.8114120.53
23.7961120.5526,23.7961,120.5526,23.7961120.5526
23.8467120.5973,23.8467,120.5973,23.8467120.5973
23.8274120.6412,23.8274,120.6412,23.8274120.6412
23.8874120.6174,23.8874,120.6174,23.8874120.6174
23.7864120.5927,23.7864,120.5927,23.7864120.5927
23.8264120.5662,23.8264,120.5662,23.8264120.5662
23.8142120.6123,23.8142,120.6123,23.8142120.6123
23.8502120.7709,23.8502,120.7709,23.8502120.7709
23.8523120.7792,23.8523,120.7792,23.8523120.7792
23.8419120.784,23.8419,120.784,23.8419120.784
23.8192120.5667,23.8192,120.5667,23.8192120.5667
23.8264120.7669,23.8264,120.7669,23.8264120.7669
23.8369120.5978,23.8369,120.5978,23.8369120.5978
23.8274120.5823,23.8274,120.5823,23.8274120.5823
23.7964120.5974,23.7964,120.5974,23.7964120.5974
23.8105120.3983,23.8105,120.3983,23.8105120.3983
23.771120.3788,23.771,120.3788,23.771120.3788
23.8073120.541,23.8073,120.541,23.8073120.541
23.7966120.6446,23.7966,120.6446,23.7966120.6446
23.8635120.7717,23.8635,120.7717,23.8635120.7717
23.7998120.648,23.7998,120.648,23.7998120.648
23.8329120.6276,23.8329,120.6276,23.8329120.6276
23.8358120.5979,23.8358,120.5979,23.8358120.5979
23.8484120.7681,23.8484,120.7681,23.8484120.7681
23.7976120.6367,23.7976,120.6367,23.7976120.6367
23.8196120.6174,23.8196,120.6174,23.8196120.6174
23.8317120.6974,23.8317,120.6974,23.8317120.6974
23.8573120.7905,23.8573,120.7905,23.8573120.7905
23.8257120.6546,23.8257,120.6546,23.8257120.6546
23.8279120.5983,23.8279,120.5983,23.8279120.5983
23.857120.6759,23.857,120.6759,23.857120.6759
23.7471120.3068,23.7471,120.3068,23.7471120.3068
23.8531120.7847,23.8531,120.7847,23.8531120.7847
23.8044120.6022,23.8044,120.6022,23.8044120.6022
23.8271120.5984,23.8271,120.5984,23.8271120.5984
23.814120.6119,23.814,120.6119,23.814120.6119
23.8174120.6095,23.8174,120.6095,23.8174120.6095
23.819120.6361,23.819,120.6361,23.819120.6361
23.8864121.0382,23.8864,121.0382,23.8864121.0382
23.8437120.7733,23.8437,120.7733,23.8437120.7733
23.7553120.3635,23.7553,120.3635,23.7553120.3635
23.7897120.367,23.7897,120.367,23.7897120.367
23.7682120.1322,23.7682,120.1322,23.7682120.1322
23.825120.6279,23.825,120.6279,23.825120.6279
23.7828120.5851,23.7828,120.5851,23.7828120.5851
23.8034120.5281,23.8034,120.5281,23.8034120.5281
23.8273120.6251,23.8273,120.6251,23.8273120.6251
23.8103120.5328,23.8103,120.5328,23.8103120.5328
23.8152120.5963,23.8152,120.5963,23.8152120.5963
23.8642120.7799,23.8642,120.7799,23.8642120.7799
23.8557120.7985,23.8557,120.7985,23.8557120.7985
23.8286120.6036,23.8286,120.6036,23.8286120.6036
23.838120.6329,23.838,120.6329,23.838120.6329
23.8148120.4247,23.8148,120.4247,23.8148120.4247
23.8189120.6175,23.8189,120.6175,23.8189120.6175
23.8558120.7794,23.8558,120.7794,23.8558120.7794
23.8493120.5945,23.8493,120.5945,23.8493120.5945
23.8094120.5834,23.8094,120.5834,23.8094120.5834
23.801120.4805,23.801,120.4805,23.801120.4805
23.8128120.6177,23.8128,120.6177,23.8128120.6177
23.8605120.7742,23.8605,120.7742,23.8605120.7742
23.7889120.6526,23.7889,120.6526,23.7889120.6526
23.8401120.661,23.8401,120.661,23.8401120.661
23.8334120.6679,23.8334,120.6679,23.8334120.6679
23.818120.6361,23.818,120.6361,23.818120.6361
23.8486120.6949,23.8486,120.6949,23.8486120.6949
23.8255120.6279,23.8255,120.6279,23.8255120.6279
23.8407120.6462,23.8407,120.6462,23.8407120.6462
23.8468120.7463,23.8468,120.7463,23.8468120.7463
23.8019120.5654,23.8019,120.5654,23.8019120.5654
23.8411120.7515,23.8411,120.7515,23.8411120.7515
23.8201120.6547,23.8201,120.6547,23.8201120.6547
23.8333120.7646,23.8333,120.7646,23.8333120.7646
23.8675120.7829,23.8675,120.7829,23.8675120.7829
23.8289120.751,23.8289,120.751,23.8289120.751
23.8121120.6575,23.8121,120.6575,23.8121120.6575
23.7981120.6183,23.7981,120.6183,23.7981120.6183
23.822120.6333,23.822,120.6333,23.822120.6333
23.7655120.6454,23.7655,120.6454,23.7655120.6454
23.8672120.9858,23.8672,120.9858,23.8672120.9858
23.8087120.5542,23.8087,120.5542,23.8087120.5542
23.8362120.6302,23.8362,120.6302,23.8362120.6302
23.8406120.7488,23.8406,120.7488,23.8406120.7488
23.8217120.66,23.8217,120.66,23.8217120.66
23.8546120.7712,23.8546,120.7712,23.8546120.7712
23.7795120.3879,23.7795,120.3879,23.7795120.3879
23.8191120.5988,23.8191,120.5988,23.8191120.5988
23.7028120.0496,23.7028,120.0496,23.7028120.0496
23.6173119.7472,23.6173,119.7472,23.6173119.7472
23.8622120.7004,23.8622,120.7004,23.8622120.7004
23.8146120.6096,23.8146,120.6096,23.8146120.6096
23.818120.5908,23.818,120.5908,23.818120.5908
23.8199120.7666,23.8199,120.7666,23.8199120.7666
23.8049120.6101,23.8049,120.6101,23.8049120.6101
23.8388120.6678,23.8388,120.6678,23.8388120.6678
23.8181120.5025,23.8181,120.5025,23.8181120.5025
23.8207120.5987,23.8207,120.5987,23.8207120.5987
23.6936120.5759,23.6936,120.5759,23.6936120.5759
23.8298120.6224,23.8298,120.6224,23.8298120.6224
23.8085120.6291,23.8085,120.6291,23.8085120.6291
23.8412120.6186,23.8412,120.6186,23.8412120.6186
23.8053120.4397,23.8053,120.4397,23.8053120.4397
23.8391120.6678,23.8391,120.6678,23.8391120.6678
23.8649120.6156,23.8649,120.6156,23.8649120.6156
23.7984120.563,23.7984,120.563,23.7984120.563
23.8334120.6572,23.8334,120.6572,23.8334120.6572
23.8524120.6297,23.8524,120.6297,23.8524120.6297
23.8274120.6144,23.8274,120.6144,23.8274120.6144
23.8424120.6273,23.8424,120.6273,23.8424120.6273
23.7932120.6525,23.7932,120.6525,23.7932120.6525
23.8198120.58,23.8198,120.58,23.8198120.58
23.8243120.4585,23.8243,120.4585,23.8243120.4585
23.8241120.6172,23.8241,120.6172,23.8241120.6172
23.7995120.5655,23.7995,120.5655,23.7995120.5655
23.8699120.7748,23.8699,120.7748,23.8699120.7748
23.8322120.6062,23.8322,120.6062,23.8322120.6062
23.8182120.6281,23.8182,120.6281,23.8182120.6281
23.8131120.631,23.8131,120.631,23.8131120.631
23.8043120.4506,23.8043,120.4506,23.8043120.4506
23.8215120.6013,23.8215,120.6013,23.8215120.6013
23.7959120.3928,23.7959,120.3928,23.7959120.3928
23.8491120.7681,23.8491,120.7681,23.8491120.7681
23.812120.6045,23.812,120.6045,23.812120.6045
23.8306120.625,23.8306,120.625,23.8306120.625
23.8125120.5725,23.8125,120.5725,23.8125120.5725
23.7996120.584,23.7996,120.584,23.7996120.584
23.7581120.2389,23.7581,120.2389,23.7581120.2389
23.8376120.6248,23.8376,120.6248,23.8376120.6248
23.8597120.7632,23.8597,120.7632,23.8597120.7632
23.8522120.6596,23.8522,120.6596,23.8522120.6596
23.8306120.6143,23.8306,120.6143,23.8306120.6143
23.798120.0387,23.798,120.0387,23.798120.0387
23.8623120.7497,23.8623,120.7497,23.8623120.7497
23.8318120.625,23.8318,120.625,23.8318120.625
23.7973120.6735,23.7973,120.6735,23.7973120.6735
23.8445120.6381,23.8445,120.6381,23.8445120.6381
23.7946120.476,23.7946,120.476,23.7946120.476
23.7861120.392,23.7861,120.392,23.7861120.392
23.8726120.7942,23.8726,120.7942,23.8726120.7942
23.8604120.7989,23.8604,120.7989,23.8604120.7989
23.8227120.5101,23.8227,120.5101,23.8227120.5101
23.8523120.627,23.8523,120.627,23.8523120.627
23.7989120.4541,23.7989,120.4541,23.7989120.4541
23.8273120.6332,23.8273,120.6332,23.8273120.6332
23.8454120.7652,23.8454,120.7652,23.8454120.7652
23.8081120.5994,23.8081,120.5994,23.8081120.5994
23.7037119.7819,23.7037,119.7819,23.7037119.7819
23.8515120.6324,23.8515,120.6324,23.8515120.6324
23.8417120.7596,23.8417,120.7596,23.8417120.7596
23.8244120.6065,23.8244,120.6065,23.8244120.6065
23.8134120.6469,23.8134,120.6469,23.8134120.6469
23.8757120.6455,23.8757,120.6455,23.8757120.6455
23.8189120.6308,23.8189,120.6308,23.8189120.6308
23.8157120.5856,23.8157,120.5856,23.8157120.5856
23.8632120.7826,23.8632,120.7826,23.8632120.7826
23.8072120.4609,23.8072,120.4609,23.8072120.4609
23.9134120.7773,23.9134,120.7773,23.9134120.7773
23.8266120.6171,23.8266,120.6171,23.8266120.6171
23.8533120.7766,23.8533,120.7766,23.8533120.7766
23.8221120.6627,23.8221,120.6627,23.8221120.6627
23.8548120.7657,23.8548,120.7657,23.8548120.7657
23.806120.4072,23.806,120.4072,23.806120.4072
23.8363120.5898,23.8363,120.5898,23.8363120.5898
23.8006120.4992,23.8006,120.4992,23.8006120.4992
23.8374120.6732,23.8374,120.6732,23.8374120.6732
23.8239120.6012,23.8239,120.6012,23.8239120.6012
23.8521120.7601,23.8521,120.7601,23.8521120.7601
23.7071119.6268,23.7071,119.6268,23.7071119.6268
23.7711120.2074,23.7711,120.2074,23.7711120.2074
23.8534120.7738,23.8534,120.7738,23.8534120.7738
23.8288120.6267,23.8288,120.6267,23.8288120.6267
23.823120.6344,23.823,120.6344,23.823120.6344
23.841120.6166,23.841,120.6166,23.841120.6166
23.8241120.6466,23.8241,120.6466,23.8241120.6466
23.7119120.1961,23.7119,120.1961,23.7119120.1961
23.8394120.6436,23.8394,120.6436,23.8394120.6436
23.7976120.4596,23.7976,120.4596,23.7976120.4596
23.8323120.7538,23.8323,120.7538,23.8323120.7538
23.8049120.6101,23.8049,120.6101,23.8049120.6101
23.808120.5516,23.808,120.5516,23.808120.5516
23.8474120.7653,23.8474,120.7653,23.8474120.7653
23.8333120.6249,23.8333,120.6249,23.8333120.6249
23.8462120.7355,23.8462,120.7355,23.8462120.7355
23.8153120.6096,23.8153,120.6096,23.8153120.6096
23.8048120.6497,23.8048,120.6497,23.8048120.6497
23.8328120.6464,23.8328,120.6464,23.8328120.6464
23.8043120.6181,23.8043,120.6181,23.8043120.6181
23.8237120.5959,23.8237,120.5959,23.8237120.5959
23.8627120.7278,23.8627,120.7278,23.8627120.7278
23.8316120.7242,23.8316,120.7242,23.8316120.7242
23.8634120.6594,23.8634,120.6594,23.8634120.6594
23.8506120.7275,23.8506,120.7275,23.8506120.7275
23.8576120.7713,23.8576,120.7713,23.8576120.7713
23.8643120.643,23.8643,120.643,23.8643120.643
23.8663120.7828,23.8663,120.7828,23.8663120.7828
23.8152120.7663,23.8152,120.7663,23.8152120.7663
23.8291120.4633,23.8291,120.4633,23.8291120.4633
23.7819120.4672,23.7819,120.4672,23.7819120.4672
23.7142120.0931,23.7142,120.0931,23.7142120.0931
23.8195120.6334,23.8195,120.6334,23.8195120.6334
23.866120.7553,23.866,120.7553,23.866120.7553
23.8013120.5786,23.8013,120.5786,23.8013120.5786
23.8522120.7792,23.8522,120.7792,23.8522120.7792
23.7482120.173,23.7482,120.173,23.7482120.173
23.8039120.4988,23.8039,120.4988,23.8039120.4988
23.7988120.4166,23.7988,120.4166,23.7988120.4166
23.7827120.4644,23.7827,120.4644,23.7827120.4644
23.7959120.4171,23.7959,120.4171,23.7959120.4171
23.8228120.6093,23.8228,120.6093,23.8228120.6093
23.8098120.5515,23.8098,120.5515,23.8098120.5515
23.8234120.652,23.8234,120.652,23.8234120.652
23.8007120.5945,23.8007,120.5945,23.8007120.5945
23.7683120.4218,23.7683,120.4218,23.7683120.4218
23.8184120.5641,23.8184,120.5641,23.8184120.5641
23.7863120.4533,23.7863,120.4533,23.7863120.4533
23.8169120.5482,23.8169,120.5482,23.8169120.5482
23.802120.4322,23.802,120.4322,23.802120.4322
23.7476120.49,23.7476,120.49,23.7476120.49
23.7803120.3663,23.7803,120.3663,23.7803120.3663
23.7838120.3803,23.7838,120.3803,23.7838120.3803
23.7844120.399,23.7844,120.399,23.7844120.399
23.8045120.5705,23.8045,120.5705,23.8045120.5705
23.8025120.5812,23.8025,120.5812,23.8025120.5812
23.8121120.6442,23.8121,120.6442,23.8121120.6442
23.7949120.4306,23.7949,120.4306,23.7949120.4306
23.7985120.6525,23.7985,120.6525,23.7985120.6525
23.805120.6736,23.805,120.6736,23.805120.6736
23.8511120.7627,23.8511,120.7627,23.8511120.7627
23.8611120.7797,23.8611,120.7797,23.8611120.7797
23.8051120.6365,23.8051,120.6365,23.8051120.6365
23.8551120.665,23.8551,120.665,23.8551120.665
23.8411120.6516,23.8411,120.6516,23.8411120.6516
23.7468120.1087,23.7468,120.1087,23.7468120.1087
23.842120.7461,23.842,120.7461,23.842120.7461
23.8645120.8047,23.8645,120.8047,23.8645120.8047
23.8193120.6121,23.8193,120.6121,23.8193120.6121
23.8156120.5483,23.8156,120.5483,23.8156120.5483
23.8254120.6493,23.8254,120.6493,23.8254120.6493
23.8275120.6251,23.8275,120.6251,23.8275120.6251
23.8552120.7276,23.8552,120.7276,23.8552120.7276
23.8495120.6298,23.8495,120.6298,23.8495120.6298
23.8462120.73,23.8462,120.73,23.8462120.73
23.8474120.6353,23.8474,120.6353,23.8474120.6353
23.8665120.7856,23.8665,120.7856,23.8665120.7856
23.826120.6519,23.826,120.6519,23.826120.6519
23.834120.6357,23.834,120.6357,23.834120.6357
23.8773120.7807,23.8773,120.7807,23.8773120.7807
23.8655120.7965,23.8655,120.7965,23.8655120.7965
23.8624120.7908,23.8624,120.7908,23.8624120.7908
23.8512120.7813,23.8512,120.7813,23.8512120.7813
23.8337120.7619,23.8337,120.7619,23.8337120.7619
23.8459120.7734,23.8459,120.7734,23.8459120.7734
23.8497120.7709,23.8497,120.7709,23.8497120.7709
23.8346120.6114,23.8346,120.6114,23.8346120.6114
23.8353120.5872,23.8353,120.5872,23.8353120.5872
23.8746120.7971,23.8746,120.7971,23.8746120.7971
23.8555120.7849,23.8555,120.7849,23.8555120.7849
23.8627120.7716,23.8627,120.7716,23.8627120.7716
23.874120.8082,23.874,120.8082,23.874120.8082
23.8611120.7907,23.8611,120.7907,23.8611120.7907
23.8122120.5059,23.8122,120.5059,23.8122120.5059
23.8299120.6063,23.8299,120.6063,23.8299120.6063
23.854120.782,23.854,120.782,23.854120.782
23.8527120.7956,23.8527,120.7956,23.8527120.7956
23.8579120.7768,23.8579,120.7768,23.8579120.7768
23.8602120.8044,23.8602,120.8044,23.8602120.8044
23.8592120.7741,23.8592,120.7741,23.8592120.7741
23.845120.776,23.845,120.776,23.845120.776
23.8333120.7996,23.8333,120.7996,23.8333120.7996
23.8449120.7951,23.8449,120.7951,23.8449120.7951
23.8463120.7707,23.8463,120.7707,23.8463120.7707
23.8141120.6336,23.8141,120.6336,23.8141120.6336
23.8843120.8173,23.8843,120.8173,23.8843120.8173
23.8664120.8076,23.8664,120.8076,23.8664120.8076
23.8395120.7217,23.8395,120.7217,23.8395120.7217
23.8162120.7824,23.8162,120.7824,23.8162120.7824
23.8629120.7881,23.8629,120.7881,23.8629120.7881
23.8574120.785,23.8574,120.785,23.8574120.785
23.7987120.3842,23.7987,120.3842,23.7987120.3842
23.8324120.8023,23.8324,120.8023,23.8324120.8023
23.8609120.7825,23.8609,120.7825,23.8609120.7825
23.7887120.5059,23.7887,120.5059,23.7887120.5059
23.8018120.3208,23.8018,120.3208,23.8018120.3208
23.912121.1027,23.912,121.1027,23.912121.1027
23.8244120.4964,23.8244,120.4964,23.8244120.4964
23.8479120.7111,23.8479,120.7111,23.8479120.7111
23.828120.6278,23.828,120.6278,23.828120.6278
23.8481120.2759,23.8481,120.2759,23.8481120.2759
23.8245120.5771,23.8245,120.5771,23.8245120.5771
23.8322120.6921,23.8322,120.6921,23.8322120.6921
23.8286120.5956,23.8286,120.5956,23.8286120.5956
23.8369120.6356,23.8369,120.6356,23.8369120.6356
23.8474120.7844,23.8474,120.7844,23.8474120.7844
23.854120.7657,23.854,120.7657,23.854120.7657
23.8542120.8039,23.8542,120.8039,23.8542120.8039
23.8679120.7994,23.8679,120.7994,23.8679120.7994
23.8677120.7582,23.8677,120.7582,23.8677120.7582
23.8283120.6546,23.8283,120.6546,23.8283120.6546
23.7924120.6264,23.7924,120.6264,23.7924120.6264
23.8501120.79,23.8501,120.79,23.8501120.79
23.8093120.6549,23.8093,120.6549,23.8093120.6549
23.8567120.6813,23.8567,120.6813,23.8567120.6813
23.8465120.6001,23.8465,120.6001,23.8465120.6001
23.8633120.7826,23.8633,120.7826,23.8633120.7826
23.8073120.4663,23.8073,120.4663,23.8073120.4663
23.8217120.7587,23.8217,120.7587,23.8217120.7587
23.8262120.7241,23.8262,120.7241,23.8262120.7241
23.8617120.7643,23.8617,120.7643,23.8617120.7643
23.8522120.781,23.8522,120.781,23.8522120.781
23.808120.5197,23.808,120.5197,23.808120.5197
23.8592120.7577,23.8592,120.7577,23.8592120.7577
23.8332120.5495,23.8332,120.5495,23.8332120.5495
23.8311120.547,23.8311,120.547,23.8311120.547
23.8282120.6546,23.8282,120.6546,23.8282120.6546
